,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
4754,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2014,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4755,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2015,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4756,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2016,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4757,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2017,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4758,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2018,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2018-2022
4759,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2008,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4760,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2009,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4761,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2010,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4762,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2011,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4763,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2012,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4764,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2013,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4765,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2014,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4766,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2015,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4767,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2016,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4768,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2017,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4769,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Industries),2018,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2018-2022
4770,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2008,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4771,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2009,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4772,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2010,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4773,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2011,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4774,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2012,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4775,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2013,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4776,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2014,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4777,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2015,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4778,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2016,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4779,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2017,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4780,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Services),2018,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2018-2022
4781,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Total),2010,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4782,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Total),2015,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4783,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Total),2016,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4784,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Total),2017,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4785,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.1 Water Use Efficiency [US$/m3] (Total),2018,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2018-2022
4786,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2010,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2008-2012
4787,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2015,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2013-2017
4788,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),2018,%,,| Obs_Value = [blank] means a figure was not provided (Territory with marine coastline)  | Non-relevant
4789,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2018,Número,N,"Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Not FAO Member State;The figure is not available because the indicator—as defined for the global monitoring—does not apply to the circumstances of the specific country, and therefore is not reported | Non-relevant"
4790,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2020,Número,N,"Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Not FAO Member State;The figure is not available because the indicator—as defined for the global monitoring—does not apply to the circumstances of the specific country, and therefore is not reported | Non-relevant"
4791,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2022,Número,N,"Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Not FAO Member State;The figure is not available because the indicator—as defined for the global monitoring—does not apply to the circumstances of the specific country, and therefore is not reported | Non-relevant"
4792,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2008,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4793,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2009,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4794,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2010,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4795,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2011,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4796,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2012,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4797,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2013,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
4798,Indicadores ODS,FLK,Islas Malvinas (Falkland Islands),Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2014,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
